Name,Position,Appearances,Goals,Goals per match,Headed goals,Goals with right foot,Goals with left foot,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Hit woodwork,Big chances missed,Assists,Passes,Passes per match,Big Chances Created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Tackles,Tackle success %,Blocked shots,Interceptions,Clearances,Headed Clearance,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Errors leading to goal,Saves,Penalties Saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks,Clean sheets,Goals Conceded,Own goals,Last man tackles,Clearances off line
Will Dennis,Goalkeeper,0,0,,,,,,,,,,,,0,0,0.00,,,,,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,
Halil Dervisoglu,Forward,1,0,0.00,0,0,0,0,0,1,0,0%,0,0,0,0,0.00,0,0,,,,0,0,0,0,0,,1,0,0,0,,,,,,,,,,,,,,,,,,,,
Alfie Devine,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Kiernan Dewsbury-Hall,Midfielder,31,2,0.06,0,0,2,0,0,26,6,23%,1,3,2,"1,095",35.32,3,46,20%,9,56,3,1,37,1,53,55%,7,28,21,11,149,145,132,42,15,13,0,,,,,,,,,,,,,
Amad Diallo,Forward,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Luis Díaz,Forward,17,4,0.24,2,2,0,0,0,27,8,30%,2,2,2,446,26.24,2,8,,,,2,0,20,3,17,,7,6,1,1,,,,,,,,,,,,,,,,,,,,
Matthew Dibley-Dias,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Tyler Dibling,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Will Dickson,Forward,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Diego Carlos,Defender,3,0,,0,0,0,,,,,,0,,0,139,46.33,0,1,0%,0,7,0,0,2,0,1,0%,1,1,2,2,14,7,6,0,6,3,0,,,,,,,,,0,3,0,0,0
Diego Costa,Forward,23,1,0.04,0,1,0,0,0,28,15,54%,0,5,0,215,9.35,0,6,,,,5,1,29,16,3,,6,2,17,14,,,,,,,,,,,,,,,,,,,,
Diego Rosa,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Eric Dier,Defender,33,2,,2,0,0,,,,,,0,,1,"1,978",59.94,3,11,27%,2,118,3,0,25,1,30,63%,8,35,109,63,140,123,75,3,80,35,1,,,,,,,,,9,52,0,0,0
Lucas Digne,Defender,28,1,,0,0,1,,,,,,0,,0,707,25.25,2,77,25%,0,28,5,0,19,2,30,40%,1,18,39,25,86,82,70,3,26,17,0,,,,,,,,,2,25,1,0,0
Diogo Dalot,Defender,26,1,,0,1,0,,,,,,1,,2,"1,189",45.73,1,44,32%,3,70,6,0,21,0,54,76%,10,37,52,28,152,117,63,21,39,18,0,,,,,,,,,9,34,0,0,1
Diogo Jota,Forward,22,7,0.32,1,4,2,0,0,35,11,31%,1,10,4,373,16.95,2,8,,,,2,0,19,3,23,,8,3,9,3,,,,,,,,,,,,,,,,,,,,
Issa Diop,Defender,25,1,,0,0,0,,,,,,0,,0,"1,395",55.80,1,2,0%,0,61,2,0,16,3,28,68%,1,35,86,55,116,74,56,5,33,24,0,,,,,,,,,7,26,0,0,0
Elijah Dixon-Bonner,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Moussa Djenepo,Midfielder,16,0,0.00,0,0,0,0,0,3,2,67%,0,0,2,207,12.94,1,12,33%,0,6,1,0,11,1,19,58%,0,11,7,3,56,60,59,19,3,10,0,,,,,,,,,,,,,
Ben Doak,Forward,2,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,14,7.00,0,0,,,,0,0,1,0,3,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Lewis Dobbin,Forward,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Matt Doherty,Defender,12,1,,0,0,1,,,,,,0,,0,329,27.42,0,18,28%,0,9,0,0,11,0,15,67%,4,8,13,11,31,45,34,6,20,13,0,,,,,,,,,1,9,0,0,0
Jamie Donley,Forward,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Aaron Donnelly,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Alfie Dorrington,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Cheick Doucouré,Midfielder,34,0,0.00,0,0,0,0,0,36,7,19%,1,0,3,"1,239",36.44,3,6,33%,3,49,9,1,38,0,77,60%,12,56,47,19,220,135,115,15,30,29,0,,,,,,,,,,,,,
Douglas Luiz,Midfielder,37,6,0.16,0,6,0,0,1,34,12,35%,2,0,6,"1,697",45.86,7,106,20%,6,81,6,1,48,2,72,58%,12,40,21,7,197,163,150,24,25,23,1,,,,,,,,,,,,,
Flynn Downes,Midfielder,21,0,0.00,0,0,0,0,0,4,1,25%,0,0,0,327,15.57,0,3,0%,0,5,2,0,8,0,16,56%,2,7,4,1,44,38,32,1,9,12,0,,,,,,,,,,,,,
Tommy Doyle,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Cody Drameh,Defender,1,0,,0,0,0,,,,,,0,,0,31,31.00,0,1,0%,0,1,0,0,1,0,5,80%,0,1,1,0,5,7,3,1,1,0,0,,,,,,,,,0,3,0,0,0
Martin Dúbravka,Goalkeeper,2,0,,,,,,,,,,,,0,40,20.00,,,,,7,0,0,0,,,,,,,,,,,,,,0,10,0,0,0,2,2,14,15,0,1,0,,
Shane Duffy,Defender,5,0,,0,0,0,,,,,,0,,0,20,4.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,2,4,1,1,2,1,1,,,,,,,,,0,4,0,0,0
Paul Dummett,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Lewis Dunk,Defender,36,1,,1,0,0,,,,,,0,,0,"3,208",89.11,1,2,50%,4,172,4,0,18,1,30,63%,5,34,81,42,253,129,90,4,69,47,0,,,,,,,,,11,50,1,1,1
Jhon Durán,Forward,12,0,0.00,0,0,0,0,0,7,2,29%,1,1,0,26,2.17,0,2,,,,1,0,9,3,2,,2,2,2,2,,,,,,,,,,,,,,,,,,,,
Malcolm Ebiowei,Forward,3,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,7,2.33,0,3,,,,0,0,0,0,1,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Ederson,Goalkeeper,35,0,,,,,,,,,,,,1,"1,109",31.69,,,,,182,3,0,1,,,,,,,,,,,,,,1,46,0,12,12,3,17,147,152,11,32,0,,
Odsonne Édouard,Forward,35,5,0.14,1,1,3,0,0,39,15,38%,0,4,2,406,11.60,1,4,,,,3,0,28,13,25,,13,3,22,17,,,,,,,,,,,,,,,,,,,,
Samuel Edozie,Midfielder,17,0,0.00,0,0,0,0,0,8,3,38%,0,1,0,152,8.94,0,11,18%,1,2,0,0,1,1,17,59%,4,6,6,3,30,57,45,12,6,12,0,,,,,,,,,,,,,
Khayon Edwards,Forward,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
CJ Egan-Riley,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Pierre Ekwah,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Anwar El Ghazi,Forward,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Anthony Elanga,Forward,16,0,0.00,0,0,0,0,0,10,4,40%,1,2,1,121,7.56,2,7,,,,0,0,3,3,3,,1,2,3,2,,,,,,,,,,,,,,,,,,,,
Ben Elliott,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Mohamed Elyounoussi,Midfielder,33,1,0.03,1,0,0,0,0,36,11,31%,0,3,1,581,17.61,3,34,29%,7,20,4,0,41,3,46,61%,10,27,34,20,132,126,168,25,37,45,0,,,,,,,,,,,,,
Noam Emeran,Forward,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Emerson,Defender,22,1,,0,0,1,,,,,,1,,0,582,26.45,0,47,15%,0,13,2,0,13,0,26,54%,4,15,29,15,66,65,59,6,18,9,0,,,,,,,,,0,28,0,1,0
Emerson Royal,Defender,26,2,,0,1,0,,,,,,0,,1,862,33.15,0,46,13%,2,34,2,1,21,0,54,61%,4,18,65,36,102,130,88,15,28,27,0,,,,,,,,,7,26,0,0,0
Emiliano Martínez,Goalkeeper,36,0,,,,,,,,,,,,0,"1,248",34.67,,,,,239,7,0,1,,,,,,,,,,,,,,1,98,1,6,55,4,34,135,212,11,38,1,,
Julio Enciso,Forward,20,4,0.20,1,3,0,0,0,38,18,47%,2,3,2,242,12.10,3,12,,,,1,0,13,3,13,,8,4,1,1,,,,,,,,,,,,,,,,,,,,
Christian Eriksen,Midfielder,28,1,0.04,0,1,0,0,0,39,12,31%,0,5,8,"1,391",49.68,6,81,25%,9,64,3,0,13,3,22,82%,12,11,20,8,151,49,77,8,9,13,1,,,,,,,,,,,,,
Pervis Estupiñán,Defender,35,1,,0,0,1,,,,,,0,,5,"1,621",46.31,7,101,28%,5,33,4,0,42,11,61,51%,12,37,35,20,191,142,142,19,36,28,0,,,,,,,,,7,43,0,0,0
Jonny Evans,Defender,13,0,,0,0,0,,,,,,0,,0,787,60.54,0,0,0%,0,47,1,0,9,1,13,38%,0,18,49,27,60,46,26,0,26,13,0,,,,,,,,,1,28,0,0,0
Oliver Ewing,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Eberechi Eze,Midfielder,38,10,0.26,2,6,2,1,0,71,26,37%,1,1,4,"1,083",28.50,6,78,31%,11,34,3,0,27,4,42,57%,19,13,8,3,180,189,174,71,19,32,0,,,,,,,,,,,,,
Lukasz Fabianski,Goalkeeper,36,0,,,,,,,,,,,,0,773,21.47,,,,,207,1,0,0,,,,,,,,,,,,,,1,108,1,14,26,8,13,153,249,8,48,0,,
Fabinho,Midfielder,36,0,0.00,0,0,0,0,0,18,4,22%,0,0,2,"1,815",50.42,4,5,20%,5,73,11,0,53,0,65,58%,5,37,38,26,180,126,127,7,30,21,0,,,,,,,,,,,,,
Fábio Carvalho,Midfielder,13,2,0.15,0,2,0,0,0,11,4,36%,0,1,0,139,10.69,0,2,50%,0,2,0,0,6,0,8,100%,1,6,0,0,19,20,37,2,4,10,0,,,,,,,,,,,,,
Fábio Silva,Forward,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Fábio Vieira,Midfielder,22,1,0.05,0,0,1,0,0,15,2,13%,0,0,2,267,12.14,3,20,25%,2,5,0,0,3,0,6,67%,6,4,2,1,34,20,29,6,3,5,0,,,,,,,,,,,,,
Fabri,Goalkeeper,0,0,,,,,,,,,,,,0,0,0.00,,,,,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,
Wout Faes,Defender,31,1,,1,0,0,,,,,,0,,2,"1,842",59.42,1,0,0%,2,77,4,1,23,0,56,59%,2,41,111,54,184,140,87,9,58,41,0,,,,,,,,,7,51,2,1,0
Malachi Fagan-Walcott,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Federico Fernández,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Josh Feeney,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Felipe,Defender,16,0,,0,0,0,,,,,,0,,1,556,34.75,2,2,0%,0,29,4,0,15,4,42,55%,5,36,89,44,108,119,69,14,52,30,0,,,,,,,,,0,32,0,1,1
Evan Ferguson,Forward,19,6,0.32,1,4,1,0,0,36,17,47%,3,5,2,222,11.68,0,2,,,,1,0,9,5,6,,8,2,6,4,,,,,,,,,,,,,,,,,,,,
Álvaro Fernández,Goalkeeper,0,0,,,,,,,,,,,,0,0,0.00,,,,,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,
Fernandinho,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Billy Fewster,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Ryan Finnigan,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Junior Firpo,Defender,19,1,,0,1,0,,,,,,0,,1,501,26.37,1,12,42%,1,9,5,1,24,0,47,53%,1,24,29,18,87,78,79,6,17,16,0,,,,,,,,,1,33,0,0,0
Will Fish,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Ethan Fitzhugh,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Marcelo Flores,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Shane Flynn,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Phil Foden,Midfielder,32,11,0.34,0,4,7,0,0,46,22,48%,1,3,5,"1,003",31.34,7,91,30%,4,24,1,0,10,6,16,63%,13,5,11,5,91,104,106,40,19,26,0,,,,,,,,,,,,,
Wesley Fofana,Defender,17,1,,1,0,0,,,,,,1,,0,"1,001",58.88,0,3,33%,0,16,4,0,13,1,34,59%,0,29,37,19,77,104,58,10,35,23,2,,,,,,,,,2,24,0,1,0
Taylor Foran,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Michael Forbes,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Tyrese Fornah,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Pablo Fornals,Midfielder,32,3,0.09,0,3,0,0,0,27,7,26%,1,0,1,701,21.91,2,59,12%,7,42,0,0,14,1,30,50%,5,14,8,1,130,60,85,12,11,26,0,,,,,,,,,,,,,
Adam Forshaw,Midfielder,12,0,0.00,0,0,0,0,0,1,0,0%,0,0,0,222,18.50,0,20,35%,0,14,0,0,6,0,12,75%,1,4,2,2,37,27,33,8,2,6,0,,,,,,,,,,,,,
Marcus Forss,Forward,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Fraser Forster,Goalkeeper,14,0,,,,,,,,,,,,0,291,20.79,,,,,46,1,0,0,,,,,,,,,,,,,,0,32,1,7,4,0,7,71,93,3,24,0,,
Marlon Fossey,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Tariqe Fosu-Henry,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Chris Francis,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Tyrese Francois,Midfielder,1,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,2,2.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,1,0,1,0,1,0,0,0,0,,,,,,,,,,,,,
Ryan Fraser,Midfielder,8,0,0.00,0,0,0,0,0,6,1,17%,0,0,0,104,13.00,0,13,23%,0,0,1,0,3,1,2,100%,2,0,2,2,14,13,9,1,1,2,0,,,,,,,,,,,,,
Melkamu Frauendorf,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Fred,Midfielder,35,2,0.06,0,0,2,0,0,26,5,19%,1,2,2,762,21.77,4,14,14%,7,30,6,0,33,1,47,64%,10,19,13,4,127,92,98,12,11,11,0,,,,,,,,,,,,,
Ryan Fredericks,Defender,12,0,,0,0,0,,,,,,0,,0,163,13.58,0,15,7%,0,3,1,0,3,0,3,67%,0,1,26,17,13,12,23,3,5,10,0,,,,,,,,,0,11,0,0,0
Tyler Fredricson,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Remo Freuler,Midfielder,28,0,0.00,0,0,0,0,0,8,1,13%,0,0,0,828,29.57,0,4,50%,0,22,4,0,24,0,44,55%,3,29,41,14,137,91,79,8,27,20,0,,,,,,,,,,,,,
James Furlong,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Gabriel Jesus,Forward,26,11,0.42,4,4,3,1,0,77,32,42%,2,16,6,674,25.92,6,11,,,,6,0,43,16,33,,20,11,13,10,,,,,,,,,,,,,,,,,,,,
Gabriel Magalhães,Defender,38,3,,1,0,2,,,,,,0,,0,"2,396",63.05,0,5,0%,1,85,5,0,25,1,48,63%,6,32,120,70,191,190,114,2,100,78,2,,,,,,,,,14,43,0,4,0
Gabriel Martinelli,Forward,36,15,0.42,3,8,4,0,0,79,32,41%,3,6,5,977,27.14,11,113,16%,8,36,3,0,39,8,31,58%,24,9,10,4,103,142,226,60,15,64,0,,,,,,,,,,,,,
Cody Gakpo,Forward,21,7,0.33,0,4,3,0,0,39,13,33%,0,6,2,371,17.67,4,17,,,,0,0,26,8,26,,12,4,2,2,,,,,,,,,,,,,,,,,,,,
Conor Gallagher,Midfielder,35,3,0.09,1,2,0,0,0,28,11,39%,1,2,1,809,23.11,5,49,24%,1,13,9,1,35,2,46,72%,11,23,14,8,93,124,148,24,19,28,0,,,,,,,,,,,,,
Tomas Galvez,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Alejandro Garnacho,Forward,19,3,0.16,0,2,1,0,0,24,10,42%,3,4,2,185,9.74,2,2,,,,3,0,8,3,5,,7,5,2,0,,,,,,,,,,,,,,,,,,,,
James Garner,Midfielder,16,0,0.00,0,0,0,0,0,9,3,33%,0,1,1,298,18.63,0,37,14%,0,9,3,0,16,1,16,81%,3,12,13,4,68,45,44,7,12,11,0,,,,,,,,,,,,,
Dwight Gayle,Forward,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Paulo Gazzaniga,Goalkeeper,0,0,,,,,,,,,,,,0,0,0.00,,,,,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,
Jean-Philippe Gbamin,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Joe Gelhardt,Forward,15,0,0.00,0,0,0,0,0,10,2,20%,0,1,2,64,4.27,2,1,,,,1,0,6,0,6,,4,0,4,2,,,,,,,,,,,,,,,,,,,,
Brooklyn Genesini,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Saman Ghoddos,Forward,15,0,0.00,0,0,0,0,0,1,1,100%,0,0,0,69,4.60,0,7,,,,0,0,3,0,2,,0,4,2,0,,,,,,,,,,,,,,,,,,,,
Morgan Gibbs-White,Midfielder,37,5,0.14,0,5,0,2,0,62,23,37%,1,5,8,980,26.49,9,170,22%,16,42,6,0,35,6,29,55%,17,14,11,5,161,169,265,51,59,115,0,,,,,,,,,,,,,
Lewis Gibson,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Alexander Gibson-Hammond,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Tarik Gidaree,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Bryan Gil,Forward,4,0,0.00,0,0,0,0,0,2,1,50%,0,0,1,57,14.25,0,2,,,,1,0,2,1,3,,1,1,1,1,,,,,,,,,,,,,,,,,,,,
Alex Gilbert,Forward,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Alfie Gilchrist,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Ryan Giles,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Mark Gillespie,Goalkeeper,0,0,,,,,,,,,,,,0,0,0.00,,,,,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,
Billy Gilmour,Midfielder,14,0,0.00,0,0,0,0,0,6,1,17%,1,0,1,403,28.79,1,2,0%,2,17,1,0,8,0,5,40%,3,6,5,3,35,15,26,2,5,5,0,,,,,,,,,,,,,
Ryan Glover,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Wilfried Gnonto,Forward,24,2,0.08,0,1,1,0,0,22,8,36%,0,1,4,453,18.88,3,42,,,,7,0,28,3,27,,8,5,3,1,,,,,,,,,,,,,,,,,,,,
Ben Godfrey,Defender,13,0,,0,0,0,,,,,,0,,1,226,17.38,0,7,14%,0,8,2,0,10,1,20,55%,2,8,31,18,35,43,50,3,15,17,0,,,,,,,,,1,18,0,1,0
Martial Godo,Forward,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,,,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Pierluigi Gollini,Goalkeeper,0,0,,,,,,,,,,,,0,0,0.00,,,,,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,
Claudio Gomes,Midfielder,0,0,0.00,0,0,0,0,0,0,0,0%,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Joe Gomez,Defender,21,0,,0,0,0,,,,,,0,,0,"1,321",62.90,0,4,0%,2,73,3,0,13,1,28,75%,1,24,47,21,126,82,65,4,46,38,1,,,,,,,,,8,16,0,0,0
Gonçalo Guedes,Forward,13,1,0.08,0,1,0,0,0,19,6,32%,0,0,1,172,13.23,1,27,,,,1,0,11,5,8,,6,1,2,0,,,,,,,,,,,,,,,,,,,,
Charlie Goode,Defender,0,0,,0,0,0,,,,,,0,,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0
Owen Goodman,Goalkeeper,0,0,,,,,,,,,,,,0,0,0.00,,,,,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,
