Name,Position,Appearances,Clean sheets,Goals Conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big Chances Created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Goals,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Big chances missed,Saves,Penalties Saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks
Connor Wickham,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Georginio Wijnaldum,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Dylan Williams,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Willian,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Willian José,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Joe Willock,Midfielder,29,,,64,58%,,10,21,8,3,,121,142,151,36,16,24,,0,0,544,18.76,0,16,19%,1,17,0,0,34,0,2,0,2,0,0,0.07,0,0,35,11,31%,3,,,,,,,,
Ben Wilmot,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Harry Wilson,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Josh Wilson-Esbrand,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Harry Winks,Midfielder,19,,,15,67%,,1,16,8,2,,47,40,38,8,4,4,,0,1,653,34.37,3,26,31%,8,30,2,0,11,0,0,0,0,0,1,0.00,0,0,3,1,33%,0,,,,,,,,
Yoane Wissa,Midfielder,30,,,12,50%,,6,8,5,4,,58,73,71,19,20,31,,0,1,273,9.10,0,11,9%,2,5,0,0,8,7,7,1,4,2,0,0.23,0,0,32,13,41%,2,,,,,,,,
Max Woltman,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Chris Wood,Forward,34,,,9,,,11,2,12,10,,,,,,,,,,0,626,18.41,1,7,,,,1,0,33,26,5,2,2,1,1,0.15,1,0,51,19,37%,9,,,,,,,,
Ben Woodburn,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Freddie Woodman,Goalkeeper,4,0,12,,,,,,,,,,,,,,,0,1,0,107,26.75,,,,,24,0,0,0,,0,,,,,,,,,,,,10,1,0,3,0,0,11,39
Sam Woods,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Xande Silva,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Granit Xhaka,Midfielder,27,,,32,56%,,11,21,28,18,,146,97,110,19,27,29,,0,2,"1,543",57.15,2,25,36%,8,53,10,1,29,2,1,0,0,1,0,0.04,0,0,27,5,19%,0,,,,,,,,
Yan Couto,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Romaric Yapi,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Andrii Yarmolenko,Forward,19,,,4,,,1,0,1,1,,,,,,,,,,0,101,5.32,0,8,,,,1,0,1,3,1,0,0,1,0,0.05,0,0,11,5,45%,1,,,,,,,,
Brad Young,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Nathan Young-Coombes,Forward,1,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Wilfried Zaha,Forward,33,,,40,,,18,5,5,3,,,,,,,,,,1,909,27.55,4,48,,,,4,1,37,24,14,1,11,2,3,0.42,5,0,69,32,46%,4,,,,,,,,
Jan Zamburek,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Zanka,Defender,8,1,10,10,40%,0,1,10,13,6,0,20,21,26,0,10,9,0,0,0,269,33.63,0,7,29%,0,15,2,0,10,0,1,1,0,0,0,,,,,,,,,,,,,,,
Davide Zappacosta,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
Andi Zeqiri,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Zidane Iqbal,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Karlo Ziger,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Christoph Zimmermann,Defender,3,0,8,6,50%,0,0,1,4,2,0,11,11,2,1,2,0,0,0,0,63,21.00,0,0,0%,0,2,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,
Oleksandr Zinchenko,Defender,15,5,9,20,70%,0,2,14,11,7,0,65,44,47,7,15,17,0,0,4,971,64.73,3,31,16%,2,24,0,0,11,1,0,0,0,0,0,,,,,,,,,,,,,,,
Philip Zinckernagel,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
Hakim Ziyech,Midfielder,23,,,19,53%,,16,10,8,1,,87,88,125,28,13,14,,0,3,632,27.48,9,101,18%,4,22,3,0,24,5,4,0,0,4,1,0.17,0,0,52,19,37%,1,,,,,,,,
Kurt Zouma,Defender,24,5,29,11,55%,0,1,34,132,71,0,92,68,47,1,50,31,1,0,0,996,41.50,0,1,0%,0,44,1,0,11,0,1,1,0,0,0,,,,,,,,,,,,,,,
Oliwier Zych,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
Martin Ødegaard,Midfielder,36,,,49,43%,,20,11,10,4,,162,108,158,25,15,23,,0,4,"1,559",43.31,6,59,31%,19,43,4,0,27,3,7,1,1,5,2,0.19,0,1,53,21,40%,3,,,,,,,,
Leo Østigård,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
